COUNTY,WEEK_END_DATE,TOTAL_CASES,TOTAL_DEATHS,TOTAL_HOSP,Year
Knox,2024-11-23,176945,1705,3004,2024
Lake,2024-11-23,3506,49,56,2024
Lauderdale,2024-11-23,10753,122,173,2024
Lawrence,2024-11-23,18135,241,522,2024
Lewis,2024-11-23,4460,74,106,2024
Lincoln,2024-11-23,12701,197,260,2024
Loudon,2024-11-23,22546,245,272,2024
Macon,2024-11-23,11703,169,289,2024
Madison,2024-11-23,47714,504,559,2024
Marion,2024-11-23,12161,152,308,2024
Marshall,2024-11-23,13880,148,255,2024
Maury,2024-11-23,39312,411,709,2024
McMinn,2024-11-23,20995,310,477,2024
McNairy,2024-11-23,10638,153,136,2024
Meigs,2024-11-23,4555,67,124,2024
Monroe,2024-11-23,20445,287,494,2024
Montgomery,2024-11-23,74270,665,753,2024
Moore,2024-11-23,3114,41,44,2024
Morgan,2024-11-23,9006,110,100,2024
Obion,2024-11-23,14946,230,316,2024
Overton,2024-11-23,9280,140,276,2024
Perry,2024-11-23,3230,64,68,2024
Pickett,2024-11-23,2502,43,88,2024
Polk,2024-11-23,6067,91,180,2024
Putnam,2024-11-23,32851,354,770,2024
Rhea,2024-11-23,12904,179,249,2024
Roane,2024-11-23,22530,295,312,2024
Robertson,2024-11-23,30589,374,962,2024
Rutherford,2024-11-23,128616,1043,1851,2024
Scott,2024-11-23,13886,145,143,2024
Sequatchie,2024-11-23,5619,83,130,2024
Sevier,2024-11-23,40244,482,555,2024
Shelby,2024-11-23,328986,3876,9928,2024
Smith,2024-11-23,7903,105,165,2024
Stewart,2024-11-23,4108,75,90,2024
Sullivan,2024-11-23,71236,887,2270,2024
Sumner,2024-11-23,72477,866,1853,2024
Tipton,2024-11-23,25440,275,565,2024
Trousdale,2024-11-23,5086,54,119,2024
Unicoi,2024-11-23,7512,114,257,2024
Union,2024-11-23,7707,88,95,2024
Van Buren,2024-11-23,2498,57,53,2024
Warren,2024-11-23,16996,200,227,2024
Washington,2024-11-23,56044,602,1395,2024
Wayne,2024-11-23,7515,102,132,2024
Weakley,2024-11-23,13193,191,241,2024
White,2024-11-23,10793,162,298,2024
Williamson,2024-11-23,85006,484,1012,2024
Wilson,2024-11-23,57853,571,1092,2024
Unknown,2024-11-23,114514,507,1304,2024
Anderson,2024-11-16,31294,434,395,2024
Bedford,2024-11-16,20218,268,399,2024
Benton,2024-11-16,6696,108,143,2024
Bledsoe,2024-11-16,5976,66,106,2024
Blount,2024-11-16,57462,596,1086,2024
Bradley,2024-11-16,42611,494,1327,2024
Campbell,2024-11-16,18575,202,195,2024
Cannon,2024-11-16,5543,79,112,2024
Carroll,2024-11-16,13652,184,284,2024
Carter,2024-11-16,24483,395,824,2024
Cheatham,2024-11-16,14469,155,282,2024
Chester,2024-11-16,8048,108,109,2024
Claiborne,2024-11-16,12882,226,175,2024
Clay,2024-11-16,2886,64,88,2024
Cocke,2024-11-16,16625,258,186,2024
Coffee,2024-11-16,23699,320,467,2024
Crockett,2024-11-16,7772,100,81,2024
Cumberland,2024-11-16,21710,369,378,2024
Davidson,2024-11-16,259595,1964,4680,2024
Decatur,2024-11-16,5027,88,110,2024
Dekalb,2024-11-16,8687,120,160,2024
Dickson,2024-11-16,23232,284,505,2024
Dyer,2024-11-16,17276,233,235,2024
Fayette,2024-11-16,16117,209,491,2024
Fentress,2024-11-16,7432,150,233,2024
Franklin,2024-11-16,18641,222,221,2024
Gibson,2024-11-16,25666,314,336,2024
Giles,2024-11-16,12659,221,306,2024
Grainger,2024-11-16,9164,132,126,2024
Greene,2024-11-16,32075,451,880,2024
Grundy,2024-11-16,5097,85,121,2024
Hamblen,2024-11-16,27443,411,388,2024
Hamilton,2024-11-16,134638,1338,3257,2024
Hancock,2024-11-16,2983,44,64,2024
Hardeman,2024-11-16,10525,148,223,2024
Hardin,2024-11-16,12610,181,207,2024
Hawkins,2024-11-16,25562,405,657,2024
Haywood,2024-11-16,9195,110,165,2024
Henderson,2024-11-16,12685,199,213,2024
Henry,2024-11-16,11273,189,316,2024
Hickman,2024-11-16,9297,133,188,2024
Houston,2024-11-16,3295,68,108,2024
Humphreys,2024-11-16,6757,88,188,2024
Jackson,2024-11-16,4376,78,147,2024
Jefferson,2024-11-16,21769,327,297,2024
Johnson,2024-11-16,7018,123,227,2024
Knox,2024-11-16,176882,1705,3004,2024
Lake,2024-11-16,3506,49,56,2024
Lauderdale,2024-11-16,10748,122,173,2024
Lawrence,2024-11-16,18122,241,520,2024
Lewis,2024-11-16,4460,74,106,2024
Lincoln,2024-11-16,12697,197,260,2024
Loudon,2024-11-16,22540,245,272,2024
Macon,2024-11-16,11700,169,289,2024
Madison,2024-11-16,47681,504,558,2024
Marion,2024-11-16,12158,152,308,2024
Marshall,2024-11-16,13877,148,255,2024
Maury,2024-11-16,39305,411,709,2024
McMinn,2024-11-16,20989,310,477,2024
McNairy,2024-11-16,10634,153,136,2024
Meigs,2024-11-16,4555,66,124,2024
Monroe,2024-11-16,20429,287,494,2024
Montgomery,2024-11-16,74250,665,753,2024
Moore,2024-11-16,3114,41,44,2024
Morgan,2024-11-16,9004,110,100,2024
Obion,2024-11-16,14942,230,316,2024
Overton,2024-11-16,9278,140,276,2024
Perry,2024-11-16,3230,64,68,2024
Pickett,2024-11-16,2497,43,88,2024
Polk,2024-11-16,6066,91,180,2024
Putnam,2024-11-16,32837,354,770,2024
Rhea,2024-11-16,12902,179,249,2024
Roane,2024-11-16,22522,295,312,2024
Robertson,2024-11-16,30580,374,962,2024
Rutherford,2024-11-16,128594,1043,1851,2024
Scott,2024-11-16,13872,145,143,2024
Sequatchie,2024-11-16,5618,83,130,2024
Sevier,2024-11-16,40230,482,555,2024
Shelby,2024-11-16,328929,3874,9927,2024
Smith,2024-11-16,7903,105,165,2024
Stewart,2024-11-16,4106,75,90,2024
Sullivan,2024-11-16,71144,887,2268,2024
Sumner,2024-11-16,72449,866,1853,2024
Tipton,2024-11-16,25426,275,565,2024
Trousdale,2024-11-16,5084,54,119,2024
Unicoi,2024-11-16,7510,114,257,2024
Union,2024-11-16,7706,88,95,2024
Van Buren,2024-11-16,2497,57,53,2024
Warren,2024-11-16,16995,200,227,2024
Washington,2024-11-16,55991,601,1395,2024
Wayne,2024-11-16,7513,102,132,2024
Weakley,2024-11-16,13183,191,241,2024
White,2024-11-16,10789,162,298,2024
Williamson,2024-11-16,84979,484,1011,2024
Wilson,2024-11-16,57829,570,1092,2024
Unknown,2024-11-16,114464,507,1304,2024
Anderson,2024-11-09,31279,433,395,2024
Bedford,2024-11-09,20213,268,399,2024
Benton,2024-11-09,6689,108,143,2024
Bledsoe,2024-11-09,5973,66,106,2024
Blount,2024-11-09,57425,595,1086,2024
Bradley,2024-11-09,42598,494,1326,2024
Campbell,2024-11-09,18563,201,195,2024
Cannon,2024-11-09,5542,79,112,2024
Carroll,2024-11-09,13633,183,284,2024
Carter,2024-11-09,24462,395,823,2024
Cheatham,2024-11-09,14463,155,282,2024
Chester,2024-11-09,8046,108,109,2024
Claiborne,2024-11-09,12876,226,175,2024
Clay,2024-11-09,2884,64,88,2024
Cocke,2024-11-09,16613,258,186,2024
Coffee,2024-11-09,23691,320,467,2024
Crockett,2024-11-09,7768,100,81,2024
Cumberland,2024-11-09,21707,367,378,2024
Davidson,2024-11-09,259513,1964,4679,2024
Decatur,2024-11-09,5024,88,109,2024
Dekalb,2024-11-09,8686,120,160,2024
Dickson,2024-11-09,23223,284,505,2024
Dyer,2024-11-09,17270,233,235,2024
Fayette,2024-11-09,16110,209,491,2024
Fentress,2024-11-09,7432,150,233,2024
Franklin,2024-11-09,18629,222,221,2024
Gibson,2024-11-09,25627,314,336,2024
Giles,2024-11-09,12654,221,306,2024
Grainger,2024-11-09,9159,132,126,2024
Greene,2024-11-09,32044,451,879,2024
Grundy,2024-11-09,5096,85,121,2024
Hamblen,2024-11-09,27430,411,388,2024
Hamilton,2024-11-09,134603,1338,3257,2024
Hancock,2024-11-09,2982,44,64,2024
Hardeman,2024-11-09,10522,148,223,2024
Hardin,2024-11-09,12596,180,207,2024
Hawkins,2024-11-09,25529,401,656,2024
Haywood,2024-11-09,9195,110,165,2024
Henderson,2024-11-09,12679,199,212,2024
Henry,2024-11-09,11271,189,316,2024
Hickman,2024-11-09,9294,133,188,2024
Houston,2024-11-09,3294,68,108,2024
Humphreys,2024-11-09,6757,88,188,2024
Jackson,2024-11-09,4376,78,147,2024
Jefferson,2024-11-09,21762,327,297,2024
Johnson,2024-11-09,7018,123,227,2024
Knox,2024-11-09,176805,1704,3004,2024
Lake,2024-11-09,3506,49,56,2024
Lauderdale,2024-11-09,10743,122,173,2024
Lawrence,2024-11-09,18111,241,520,2024
Lewis,2024-11-09,4459,73,106,2024
Lincoln,2024-11-09,12696,197,260,2024
Loudon,2024-11-09,22531,244,272,2024
Macon,2024-11-09,11698,169,289,2024
Madison,2024-11-09,47643,503,558,2024
Marion,2024-11-09,12149,152,308,2024
Marshall,2024-11-09,13869,148,255,2024
Maury,2024-11-09,39296,411,709,2024
McMinn,2024-11-09,20982,310,476,2024
McNairy,2024-11-09,10633,153,136,2024
Meigs,2024-11-09,4554,66,124,2024
Monroe,2024-11-09,20415,287,494,2024
Montgomery,2024-11-09,74202,665,753,2024
Moore,2024-11-09,3113,41,44,2024
Morgan,2024-11-09,9002,110,100,2024
Obion,2024-11-09,14939,229,316,2024
Overton,2024-11-09,9276,140,276,2024
Perry,2024-11-09,3229,64,68,2024
Pickett,2024-11-09,2497,43,88,2024
Polk,2024-11-09,6063,91,180,2024
Putnam,2024-11-09,32825,354,770,2024
Rhea,2024-11-09,12898,179,249,2024
Roane,2024-11-09,22513,294,312,2024
Robertson,2024-11-09,30570,374,961,2024
Rutherford,2024-11-09,128552,1043,1851,2024
Scott,2024-11-09,13866,145,143,2024
Sequatchie,2024-11-09,5613,83,130,2024
Sevier,2024-11-09,40201,480,555,2024
Shelby,2024-11-09,328854,3874,9927,2024
Smith,2024-11-09,7902,105,165,2024
Stewart,2024-11-09,4106,75,90,2024
Sullivan,2024-11-09,71058,885,2266,2024
Sumner,2024-11-09,72426,865,1853,2024
Tipton,2024-11-09,25411,275,565,2024
Trousdale,2024-11-09,5083,54,119,2024
Unicoi,2024-11-09,7503,114,257,2024
Union,2024-11-09,7703,88,95,2024
Van Buren,2024-11-09,2496,56,53,2024
Warren,2024-11-09,16994,200,227,2024
Washington,2024-11-09,55964,598,1394,2024
Wayne,2024-11-09,7509,102,132,2024
Weakley,2024-11-09,13170,191,241,2024
White,2024-11-09,10788,161,298,2024
Williamson,2024-11-09,84947,482,1010,2024
Wilson,2024-11-09,57801,569,1092,2024
Unknown,2024-11-09,114395,506,1304,2024
Anderson,2024-11-02,31267,433,395,2024
Bedford,2024-11-02,20207,268,399,2024
Benton,2024-11-02,6676,108,143,2024
Bledsoe,2024-11-02,5971,66,106,2024
Blount,2024-11-02,57398,595,1086,2024
Bradley,2024-11-02,42564,494,1325,2024
Campbell,2024-11-02,18548,201,195,2024
Cannon,2024-11-02,5542,79,112,2024
Carroll,2024-11-02,13627,183,284,2024
Carter,2024-11-02,24420,395,817,2024
Cheatham,2024-11-02,14454,155,282,2024
Chester,2024-11-02,8041,108,109,2024
Claiborne,2024-11-02,12870,226,175,2024
Clay,2024-11-02,2882,64,88,2024
Cocke,2024-11-02,16606,258,186,2024
Coffee,2024-11-02,23683,320,467,2024
Crockett,2024-11-02,7763,100,81,2024
Cumberland,2024-11-02,21692,367,378,2024
Davidson,2024-11-02,259409,1964,4679,2024
Decatur,2024-11-02,5023,88,109,2024
Dekalb,2024-11-02,8683,120,160,2024
Dickson,2024-11-02,23214,284,505,2024
Dyer,2024-11-02,17254,233,234,2024
Fayette,2024-11-02,16105,209,491,2024
Fentress,2024-11-02,7429,150,233,2024
Franklin,2024-11-02,18623,222,221,2024
Gibson,2024-11-02,25614,314,336,2024
Giles,2024-11-02,12642,221,306,2024
Grainger,2024-11-02,9150,132,126,2024
Greene,2024-11-02,32003,451,877,2024
Grundy,2024-11-02,5096,85,121,2024
Hamblen,2024-11-02,27397,411,388,2024
Hamilton,2024-11-02,134536,1338,3256,2024
Hancock,2024-11-02,2982,44,64,2024
Hardeman,2024-11-02,10521,148,223,2024
Hardin,2024-11-02,12584,180,206,2024
Hawkins,2024-11-02,25490,401,656,2024
Haywood,2024-11-02,9189,110,165,2024
Henderson,2024-11-02,12675,199,212,2024
Henry,2024-11-02,11253,189,316,2024
Hickman,2024-11-02,9293,133,188,2024
Houston,2024-11-02,3294,68,108,2024
Humphreys,2024-11-02,6757,88,188,2024
Jackson,2024-11-02,4372,78,147,2024
Jefferson,2024-11-02,21746,327,297,2024
Johnson,2024-11-02,7014,123,227,2024
Knox,2024-11-02,176712,1704,3004,2024
Lake,2024-11-02,3506,49,56,2024
Lauderdale,2024-11-02,10740,122,173,2024
Lawrence,2024-11-02,18103,241,519,2024
Lewis,2024-11-02,4459,73,106,2024
Lincoln,2024-11-02,12691,197,260,2024
Loudon,2024-11-02,22511,244,272,2024
Macon,2024-11-02,11697,169,289,2024
Madison,2024-11-02,47598,503,558,2024
Marion,2024-11-02,12139,152,308,2024
Marshall,2024-11-02,13865,148,255,2024
Maury,2024-11-02,39281,411,709,2024
McMinn,2024-11-02,20977,310,476,2024
McNairy,2024-11-02,10627,153,136,2024
Meigs,2024-11-02,4549,66,124,2024
Monroe,2024-11-02,20407,287,494,2024
Montgomery,2024-11-02,74082,665,753,2024
Moore,2024-11-02,3113,41,44,2024
Morgan,2024-11-02,8996,110,100,2024
Obion,2024-11-02,14936,229,315,2024
Overton,2024-11-02,9273,140,276,2024
Perry,2024-11-02,3228,64,68,2024
Pickett,2024-11-02,2495,43,88,2024
Polk,2024-11-02,6063,91,180,2024
Putnam,2024-11-02,32794,354,770,2024
Rhea,2024-11-02,12894,179,249,2024
Roane,2024-11-02,22503,294,312,2024
Robertson,2024-11-02,30555,374,961,2024
Rutherford,2024-11-02,128506,1043,1851,2024
Scott,2024-11-02,13850,145,143,2024
Sequatchie,2024-11-02,5611,83,130,2024
Sevier,2024-11-02,40175,480,555,2024
Shelby,2024-11-02,328716,3874,9926,2024
Smith,2024-11-02,7899,105,165,2024
Stewart,2024-11-02,4105,75,90,2024
Sullivan,2024-11-02,70944,885,2266,2024
Sumner,2024-11-02,72387,865,1852,2024
Tipton,2024-11-02,25394,275,565,2024
Trousdale,2024-11-02,5083,54,119,2024
Unicoi,2024-11-02,7498,114,257,2024
Union,2024-11-02,7703,88,95,2024
Van Buren,2024-11-02,2493,56,53,2024
Warren,2024-11-02,16989,200,227,2024
Washington,2024-11-02,55916,598,1393,2024
Wayne,2024-11-02,7506,102,132,2024
Weakley,2024-11-02,13158,191,240,2024
White,2024-11-02,10786,161,298,2024
Williamson,2024-11-02,84916,482,1010,2024
Wilson,2024-11-02,57759,569,1092,2024
Unknown,2024-11-02,114304,506,1304,2024
Anderson,2024-10-26,31250,433,395,2024
Bedford,2024-10-26,20204,268,399,2024
Benton,2024-10-26,6671,108,143,2024
Bledsoe,2024-10-26,5964,66,106,2024
Blount,2024-10-26,57376,594,1086,2024
Bradley,2024-10-26,42551,494,1324,2024
Campbell,2024-10-26,18529,200,195,2024
Cannon,2024-10-26,5540,79,112,2024
Carroll,2024-10-26,13617,183,284,2024
Carter,2024-10-26,24403,395,817,2024
Cheatham,2024-10-26,14450,155,282,2024
Chester,2024-10-26,8033,108,109,2024
Claiborne,2024-10-26,12860,226,175,2024
Clay,2024-10-26,2881,64,88,2024
Cocke,2024-10-26,16599,258,186,2024
Coffee,2024-10-26,23675,320,467,2024
Crockett,2024-10-26,7759,100,81,2024
Cumberland,2024-10-26,21690,365,378,2024
Davidson,2024-10-26,259332,1962,4678,2024
Decatur,2024-10-26,5021,88,108,2024
Dekalb,2024-10-26,8680,120,160,2024
Dickson,2024-10-26,23210,284,505,2024
Dyer,2024-10-26,17245,233,234,2024
Fayette,2024-10-26,16104,209,491,2024
Fentress,2024-10-26,7429,149,233,2024
Franklin,2024-10-26,18606,222,221,2024
Gibson,2024-10-26,25606,314,336,2024
Giles,2024-10-26,12633,221,306,2024
Grainger,2024-10-26,9148,132,126,2024
Greene,2024-10-26,31976,451,877,2024
Grundy,2024-10-26,5095,85,121,2024
Hamblen,2024-10-26,27382,411,388,2024
Hamilton,2024-10-26,134501,1337,3256,2024
Hancock,2024-10-26,2981,44,64,2024
Hardeman,2024-10-26,10519,148,223,2024
Hardin,2024-10-26,12575,180,206,2024
Hawkins,2024-10-26,25457,401,656,2024
Haywood,2024-10-26,9186,110,165,2024
Henderson,2024-10-26,12668,199,212,2024
Henry,2024-10-26,11248,189,315,2024
Hickman,2024-10-26,9290,133,188,2024
Houston,2024-10-26,3293,68,108,2024
Humphreys,2024-10-26,6757,88,188,2024
Jackson,2024-10-26,4369,78,147,2024
Jefferson,2024-10-26,21736,327,297,2024
Johnson,2024-10-26,7010,122,227,2024
Knox,2024-10-26,176607,1703,3004,2024
Lake,2024-10-26,3505,49,56,2024
Lauderdale,2024-10-26,10735,122,172,2024
Lawrence,2024-10-26,18093,241,518,2024
Lewis,2024-10-26,4457,73,106,2024
Lincoln,2024-10-26,12690,197,260,2024
Loudon,2024-10-26,22490,244,272,2024
Macon,2024-10-26,11697,169,289,2024
Madison,2024-10-26,47570,503,558,2024
Marion,2024-10-26,12137,152,308,2024
Marshall,2024-10-26,13864,148,255,2024
Maury,2024-10-26,39273,411,709,2024
McMinn,2024-10-26,20970,310,476,2024
McNairy,2024-10-26,10623,153,136,2024
Meigs,2024-10-26,4548,66,124,2024
Monroe,2024-10-26,20400,287,494,2024
Montgomery,2024-10-26,73985,665,752,2024
Moore,2024-10-26,3113,41,44,2024
Morgan,2024-10-26,8993,110,100,2024
Obion,2024-10-26,14928,229,315,2024
Overton,2024-10-26,9269,140,274,2024
Perry,2024-10-26,3227,64,68,2024
Pickett,2024-10-26,2493,43,88,2024
Polk,2024-10-26,6061,91,180,2024
Putnam,2024-10-26,32769,354,770,2024
Rhea,2024-10-26,12891,179,249,2024
Roane,2024-10-26,22497,294,312,2024
Robertson,2024-10-26,30540,374,961,2024
Rutherford,2024-10-26,128454,1043,1850,2024
Scott,2024-10-26,13844,145,143,2024
Sequatchie,2024-10-26,5610,83,130,2024
Sevier,2024-10-26,40151,480,555,2024
Shelby,2024-10-26,328637,3873,9926,2024
Smith,2024-10-26,7897,105,165,2024
Stewart,2024-10-26,4101,75,90,2024
Sullivan,2024-10-26,70863,885,2266,2024
Sumner,2024-10-26,72363,865,1852,2024
Tipton,2024-10-26,25379,275,565,2024
Trousdale,2024-10-26,5081,54,119,2024
Unicoi,2024-10-26,7491,113,257,2024
Union,2024-10-26,7701,88,95,2024
Van Buren,2024-10-26,2493,56,53,2024
Warren,2024-10-26,16986,200,227,2024
Washington,2024-10-26,55884,598,1391,2024
Wayne,2024-10-26,7505,102,132,2024
Weakley,2024-10-26,13147,191,239,2024
White,2024-10-26,10778,161,298,2024
Williamson,2024-10-26,84891,482,1009,2024
Wilson,2024-10-26,57728,569,1092,2024
Unknown,2024-10-26,114243,506,1304,2024
Anderson,2024-10-19,31245,433,395,2024
Bedford,2024-10-19,20194,268,399,2024
Benton,2024-10-19,6663,108,142,2024
Bledsoe,2024-10-19,5962,66,106,2024
Blount,2024-10-19,57322,593,1085,2024
Bradley,2024-10-19,42531,494,1323,2024
Campbell,2024-10-19,18515,199,195,2024
Cannon,2024-10-19,5540,79,112,2024
Carroll,2024-10-19,13604,183,284,2024
Carter,2024-10-19,24378,395,816,2024
Cheatham,2024-10-19,14446,155,282,2024
Chester,2024-10-19,8029,108,109,2024
Claiborne,2024-10-19,12854,225,175,2024
Clay,2024-10-19,2880,64,88,2024
Cocke,2024-10-19,16595,258,186,2024
Coffee,2024-10-19,23669,318,467,2024
Crockett,2024-10-19,7753,100,81,2024
Cumberland,2024-10-19,21678,364,378,2024
Davidson,2024-10-19,259233,1961,4677,2024
Decatur,2024-10-19,5019,88,108,2024
Dekalb,2024-10-19,8674,120,160,2024
Dickson,2024-10-19,23201,284,505,2024
Dyer,2024-10-19,17236,233,234,2024
Fayette,2024-10-19,16095,209,491,2024
Fentress,2024-10-19,7429,149,233,2024
Franklin,2024-10-19,18588,222,221,2024
Gibson,2024-10-19,25590,314,336,2024
Giles,2024-10-19,12627,221,306,2024
Grainger,2024-10-19,9140,131,126,2024
Greene,2024-10-19,31961,451,877,2024
Grundy,2024-10-19,5090,85,121,2024
Hamblen,2024-10-19,27368,410,388,2024
Hamilton,2024-10-19,134427,1337,3256,2024
Hancock,2024-10-19,2977,44,64,2024
Hardeman,2024-10-19,10519,148,223,2024
Hardin,2024-10-19,12569,180,206,2024
Hawkins,2024-10-19,25438,400,654,2024
Haywood,2024-10-19,9180,110,165,2024
Henderson,2024-10-19,12661,199,211,2024
Henry,2024-10-19,11242,189,315,2024
Hickman,2024-10-19,9288,133,188,2024
Houston,2024-10-19,3293,68,108,2024
Humphreys,2024-10-19,6757,88,188,2024
Jackson,2024-10-19,4363,78,147,2024
Jefferson,2024-10-19,21721,326,297,2024
Johnson,2024-10-19,7002,121,227,2024
Knox,2024-10-19,176497,1703,3004,2024
Lake,2024-10-19,3504,49,56,2024
Lauderdale,2024-10-19,10732,121,172,2024
Lawrence,2024-10-19,18081,241,518,2024
Lewis,2024-10-19,4445,73,106,2024
Lincoln,2024-10-19,12683,197,260,2024
Loudon,2024-10-19,22474,244,271,2024
Macon,2024-10-19,11693,169,289,2024
Madison,2024-10-19,47547,503,558,2024
Marion,2024-10-19,12129,152,308,2024
Marshall,2024-10-19,13857,148,255,2024
Maury,2024-10-19,39249,411,709,2024
McMinn,2024-10-19,20965,310,476,2024
McNairy,2024-10-19,10620,153,136,2024
Meigs,2024-10-19,4547,66,124,2024
Monroe,2024-10-19,20394,287,494,2024
Montgomery,2024-10-19,73861,665,752,2024
Moore,2024-10-19,3112,41,44,2024
Morgan,2024-10-19,8988,110,100,2024
Obion,2024-10-19,14924,229,315,2024
Overton,2024-10-19,9268,140,274,2024
Perry,2024-10-19,3226,64,68,2024
Pickett,2024-10-19,2492,43,88,2024
Polk,2024-10-19,6057,91,180,2024
Putnam,2024-10-19,32738,354,768,2024
Rhea,2024-10-19,12888,179,249,2024
Roane,2024-10-19,22487,294,312,2024
Robertson,2024-10-19,30525,373,961,2024
Rutherford,2024-10-19,128371,1043,1850,2024
Scott,2024-10-19,13841,145,143,2024
Sequatchie,2024-10-19,5605,83,130,2024
Sevier,2024-10-19,40124,480,555,2024
Shelby,2024-10-19,328554,3873,9926,2024
Smith,2024-10-19,7897,105,165,2024
Stewart,2024-10-19,4100,75,90,2024
Sullivan,2024-10-19,70777,884,2262,2024
Sumner,2024-10-19,72326,865,1852,2024
Tipton,2024-10-19,25365,275,564,2024
Trousdale,2024-10-19,5079,54,119,2024
Unicoi,2024-10-19,7489,113,257,2024
Union,2024-10-19,7699,88,95,2024
Van Buren,2024-10-19,2493,56,53,2024
Warren,2024-10-19,16980,199,227,2024
Washington,2024-10-19,55836,598,1388,2024
Wayne,2024-10-19,7504,101,132,2024
Weakley,2024-10-19,13137,191,239,2024
White,2024-10-19,10775,161,298,2024
Williamson,2024-10-19,84856,482,1009,2024
Wilson,2024-10-19,57694,569,1092,2024
Unknown,2024-10-19,114193,506,1304,2024
Anderson,2024-10-12,31221,433,395,2024
Bedford,2024-10-12,20184,267,399,2024
Benton,2024-10-12,6656,108,142,2024
Bledsoe,2024-10-12,5961,66,106,2024
Blount,2024-10-12,57252,593,1085,2024
Bradley,2024-10-12,42512,494,1323,2024
Campbell,2024-10-12,18508,199,195,2024
Cannon,2024-10-12,5539,79,112,2024
Carroll,2024-10-12,13590,183,284,2024
Carter,2024-10-12,24358,395,815,2024
Cheatham,2024-10-12,14434,155,282,2024
Chester,2024-10-12,8016,108,109,2024
Claiborne,2024-10-12,12851,225,175,2024
Clay,2024-10-12,2878,64,88,2024
Cocke,2024-10-12,16590,258,186,2024
Coffee,2024-10-12,23600,318,467,2024
Crockett,2024-10-12,7729,100,81,2024
Cumberland,2024-10-12,21667,364,378,2024
Davidson,2024-10-12,259028,1958,4675,2024
Decatur,2024-10-12,5019,88,108,2024
Dekalb,2024-10-12,8669,120,160,2024
Dickson,2024-10-12,23195,283,505,2024
Dyer,2024-10-12,17219,233,234,2024
Fayette,2024-10-12,16081,209,491,2024
Fentress,2024-10-12,7428,149,233,2024
Franklin,2024-10-12,18563,222,221,2024
Gibson,2024-10-12,25543,313,336,2024
Giles,2024-10-12,12621,221,306,2024
Grainger,2024-10-12,9134,131,126,2024
Greene,2024-10-12,31948,451,876,2024
Grundy,2024-10-12,5089,85,121,2024
Hamblen,2024-10-12,27360,410,388,2024
Hamilton,2024-10-12,134325,1337,3256,2024
Hancock,2024-10-12,2975,44,64,2024
Hardeman,2024-10-12,10510,148,223,2024
Hardin,2024-10-12,12549,180,206,2024
Hawkins,2024-10-12,25427,400,654,2024
Haywood,2024-10-12,9173,110,165,2024
Henderson,2024-10-12,12651,199,211,2024
Henry,2024-10-12,11233,189,315,2024
Hickman,2024-10-12,9284,133,188,2024
Houston,2024-10-12,3292,68,108,2024
Humphreys,2024-10-12,6757,88,188,2024
Jackson,2024-10-12,4357,78,147,2024
Jefferson,2024-10-12,21713,326,297,2024
Johnson,2024-10-12,6998,121,227,2024
Knox,2024-10-12,176428,1702,3004,2024
Lake,2024-10-12,3504,49,56,2024
Lauderdale,2024-10-12,10727,121,172,2024
Lawrence,2024-10-12,18065,241,518,2024
Lewis,2024-10-12,4438,73,106,2024
Lincoln,2024-10-12,12656,197,260,2024
Loudon,2024-10-12,22451,244,271,2024
